Year,User,Rpt_Area,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonpel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,varBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea,DSR_n,pDSR,var_pDSR,pDSR_avgRptArea,var_DSR_avgRptArea,pDSRinNonP,var_pDSRinNonP,pDSRinNonP_avgRptArea,var_DSRinNonP_avgRptArea,Slope_n,pSlope,var_pSlope,pSlope_avgRptArea,var_pSlopeAvgRptArea,pSlopeinNonP,var_pSlopeinNonP,pSlopeinNonP_avgRptArea,var_pSlopeinNonPAvgRptArea
2012,private,SSEI,1167,311,41,163,1004,693,0.266495287,0.000167646,0.218476497,0.001365782,0.035132819,2.91E-05,0.102844633,0.001744863,0.139674379,0.000103058,0.18110505,0.002451425,0.860325621,0.000103058,0.81889495,0.002452337,0.309760956,0.00021317,0.267352987,0.002137472,0.251533742,0.001162127,0.561798389,0.017894192,835,0.715509854,0.000174576,0.706147824,0.001906106,0.831673307,0.000139574,0.86292519,0.001324627,169,0.144815767,0.000106213,0.112747126,0.001056161,0.168326693,0.000139574,0.13707481,0.001324319
2013,private,SSEI,1571,294,199,272,1299,1005,0.187141948,9.69E-05,0.218476497,0.001365782,0.12667091,7.05E-05,0.102844633,0.001744863,0.173138129,9.12E-05,0.18110505,0.002451425,0.826861871,9.12E-05,0.81889495,0.002452337,0.226327945,0.000134903,0.267352987,0.002137472,0.731617647,0.000724551,0.561798389,0.017894192,1095,0.697008275,0.000134514,0.706147824,0.001906106,0.84295612,0.000101989,0.86292519,0.001324627,204,0.129853596,7.20E-05,0.112747126,0.001056161,0.15704388,0.000101989,0.13707481,0.001324319
2014,private,SSEI,1979,332,149,328,1651,1319,0.167761496,7.06E-05,0.218476497,0.001365782,0.075290551,3.52E-05,0.102844633,0.001744863,0.165740273,6.99E-05,0.18110505,0.002451425,0.834259727,6.99E-05,0.81889495,0.002452337,0.201090248,9.74E-05,0.267352987,0.002137472,0.454268293,0.00075813,0.561798389,0.017894192,1326,0.670035371,0.000111773,0.706147824,0.001906106,0.803149606,9.58E-05,0.86292519,0.001324627,325,0.164224356,6.94E-05,0.112747126,0.001056161,0.196850394,9.58E-05,0.13707481,0.001324319
2015,private,SSEI,1976,351,124,255,1721,1370,0.177631579,7.40E-05,0.218476497,0.001365782,0.062753036,2.98E-05,0.102844633,0.001744863,0.129048583,5.69E-05,0.18110505,0.002451425,0.870951417,5.69E-05,0.81889495,0.002452337,0.203951191,9.44E-05,0.267352987,0.002137472,0.48627451,0.00098351,0.561798389,0.017894192,1496,0.75708502,9.31E-05,0.706147824,0.001906106,0.869262057,6.61E-05,0.86292519,0.001324627,225,0.113866397,5.11E-05,0.112747126,0.001056161,0.130737943,6.61E-05,0.13707481,0.001324319
2016,private,SSEI,1997,356,155,312,1685,1329,0.178267401,7.34E-05,0.218476497,0.001365782,0.077616425,3.59E-05,0.102844633,0.001744863,0.156234352,6.60E-05,0.18110505,0.002451425,0.843765648,6.60E-05,0.81889495,0.002452337,0.211275964,9.90E-05,0.267352987,0.002137472,0.496794872,0.000803825,0.561798389,0.017894192,1386,0.694041062,0.000106387,0.706147824,0.001906106,0.822551929,8.67E-05,0.86292519,0.001324627,299,0.149724587,6.38E-05,0.112747126,0.001056161,0.177448071,8.67E-05,0.13707481,0.001324319
2017,private,SSEI,1472,337,163,284,1188,851,0.228940217,0.000120004,0.218476497,0.001365782,0.110733696,6.69E-05,0.102844633,0.001744863,0.192934783,0.000105854,0.18110505,0.002451425,0.807065217,0.000105854,0.81889495,0.002452337,0.283670034,0.000171189,0.267352987,0.002137472,0.573943662,0.000864072,0.561798389,0.017894192,985,0.669157609,0.0001505,0.706147824,0.001906106,0.829124579,0.000119357,0.86292519,0.001324627,203,0.137907609,8.08E-05,0.112747126,0.001056161,0.170875421,0.000119357,0.13707481,0.001324319
2018,private,SSEI,1657,349,258,453,1204,855,0.210621605,0.000100399,0.218476497,0.001365782,0.155703078,7.94E-05,0.102844633,0.001744863,0.273385637,0.000119955,0.18110505,0.002451425,0.726614363,0.000119955,0.81889495,0.002452337,0.28986711,0.000171109,0.267352987,0.002137472,0.569536424,0.0005424,0.561798389,0.017894192,1048,0.632468316,0.00014037,0.706147824,0.001906106,0.870431894,9.37E-05,0.86292519,0.001324627,156,0.094146047,5.15E-05,0.112747126,0.001056161,0.129568106,9.37E-05,0.13707481,0.001324319
2019,private,SSEI,863,166,181,278,585,419,0.19235226,0.000180224,0.218476497,0.001365782,0.209733488,0.00019228,0.102844633,0.001744863,0.322132097,0.000253321,0.18110505,0.002451425,0.677867903,0.000253321,0.81889495,0.002452337,0.283760684,0.000348015,0.267352987,0.002137472,0.651079137,0.000820127,0.561798389,0.017894192,520,0.602549247,0.000277823,0.706147824,0.001906106,0.888888889,0.000169119,0.86292519,0.001324627,65,0.075318656,8.08E-05,0.112747126,0.001056161,0.111111111,0.000169119,0.13707481,0.001324319
1998,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
1999,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
2000,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
2001,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
2002,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
2003,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
2004,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
2005,charter,SSEO,0,,,,,,,,0.103246281,0.002562179,,,0.702428867,0.007824633,,,0.713892052,0.007652652,,,0.286107948,0.007651329,,,0.357901688,0.011638149,,,0.983588569,8.89E-05,,,,0.271910217,0.007792967,,,0.944530268,0.000915931,,,,0.01419773,1.80E-05,,,0.055469732,0.000918273
2006,charter,SSEO,817,104,517,525,292,188,0.127294982,0.000136141,0.103246281,0.002562179,0.632802938,0.000284759,0.702428867,0.007824633,0.642594859,0.000281454,0.713892052,0.007652652,0.357405141,0.000281454,0.286107948,0.007651329,0.356164384,0.000788011,0.357901688,0.011638149,0.984761905,2.86E-05,0.983588569,8.89E-05,281,0.343941248,0.000276527,0.271910217,0.007792967,0.962328767,0.000124578,0.944530268,0.000915931,11,0.013463892,1.63E-05,0.01419773,1.80E-05,0.037671233,0.000124578,0.055469732,0.000918273
2007,charter,SSEO,1514,349,863,880,634,285,0.230515192,0.000117236,0.103246281,0.002562179,0.57001321,0.000161995,0.702428867,0.007824633,0.581241744,0.000160872,0.713892052,0.007652652,0.418758256,0.000160872,0.286107948,0.007651329,0.550473186,0.00039092,0.357901688,0.011638149,0.980681818,2.16E-05,0.983588569,8.89E-05,615,0.406208719,0.00015942,0.271910217,0.007792967,0.970031546,4.59E-05,0.944530268,0.000915931,19,0.012549538,8.19E-06,0.01419773,1.80E-05,0.029968454,4.59E-05,0.055469732,0.000918273
2008,charter,SSEO,2632,334,1688,1714,918,584,0.126899696,4.21E-05,0.103246281,0.002562179,0.641337386,8.74E-05,0.702428867,0.007824633,0.651215805,8.63E-05,0.713892052,0.007652652,0.348784195,8.63E-05,0.286107948,0.007651329,0.363834423,0.000252409,0.357901688,0.011638149,0.984830805,8.72E-06,0.983588569,8.89E-05,873,0.33168693,8.43E-05,0.271910217,0.007792967,0.950980392,5.08E-05,0.944530268,0.000915931,45,0.017097264,6.39E-06,0.01419773,1.80E-05,0.049019608,5.08E-05,0.055469732,0.000918273
2009,charter,SSEO,1317,213,743,761,556,343,0.161731207,0.00010302,0.103246281,0.002562179,0.564160972,0.000186841,0.702428867,0.007824633,0.577828398,0.000185367,0.713892052,0.007652652,0.422171602,0.000185367,0.286107948,0.007651329,0.383093525,0.000425825,0.357901688,0.011638149,0.976346912,3.04E-05,0.983588569,8.89E-05,534,0.40546697,0.000183179,0.271910217,0.007792967,0.960431655,6.85E-05,0.944530268,0.000915931,22,0.016704632,1.25E-05,0.01419773,1.80E-05,0.039568345,6.85E-05,0.055469732,0.000918273
2010,charter,SSEO,1819,279,1103,1117,702,423,0.153380979,7.14E-05,0.103246281,0.002562179,0.60637713,0.000131289,0.702428867,0.007824633,0.614073667,0.000130356,0.713892052,0.007652652,0.385926333,0.000130356,0.286107948,0.007651329,0.397435897,0.000341627,0.357901688,0.011638149,0.987466428,1.11E-05,0.983588569,8.89E-05,684,0.376030786,0.00012906,0.271910217,0.007792967,0.974358974,3.56E-05,0.944530268,0.000915931,18,0.009895547,5.39E-06,0.01419773,1.80E-05,0.025641026,3.56E-05,0.055469732,0.000918273
2011,charter,SSEO,1887,119,1388,1398,489,370,0.063063063,3.13E-05,0.103246281,0.002562179,0.735559089,0.000103135,0.702428867,0.007824633,0.740858506,0.000101796,0.713892052,0.007652652,0.259141494,0.000101796,0.286107948,0.007651329,0.243353783,0.000377321,0.357901688,0.011638149,0.992846924,5.08E-06,0.983588569,8.89E-05,458,0.242713302,9.75E-05,0.271910217,0.007792967,0.936605317,0.000121672,0.944530268,0.000915931,31,0.016428193,8.57E-06,0.01419773,1.80E-05,0.063394683,0.000121672,0.055469732,0.000918273
2012,charter,SSEO,2064,195,1380,1429,635,440,0.094476744,4.15E-05,0.103246281,0.002562179,0.668604651,0.000107403,0.702428867,0.007824633,0.692344961,0.000103249,0.713892052,0.007652652,0.307655039,0.000103249,0.286107948,0.007651329,0.307086614,0.000335622,0.357901688,0.011638149,0.965710287,2.32E-05,0.983588569,8.89E-05,602,0.291666667,0.000100144,0.271910217,0.007792967,0.948031496,7.77E-05,0.944530268,0.000915931,33,0.015988372,7.63E-06,0.01419773,1.80E-05,0.051968504,7.77E-05,0.055469732,0.000918273
2013,charter,SSEO,3222,209,2468,2502,720,511,0.064866543,1.88E-05,0.103246281,0.002562179,0.765983861,5.57E-05,0.702428867,0.007824633,0.776536313,5.39E-05,0.713892052,0.007652652,0.223463687,5.39E-05,0.286107948,0.007651329,0.290277778,0.000286532,0.357901688,0.011638149,0.986410871,5.36E-06,0.983588569,8.89E-05,680,0.211049038,5.17E-05,0.271910217,0.007792967,0.944444444,7.30E-05,0.944530268,0.000915931,40,0.012414649,3.81E-06,0.01419773,1.80E-05,0.055555556,7.30E-05,0.055469732,0.000918273
2014,charter,SSEO,3767,232,2649,2746,1021,789,0.06158747,1.53E-05,0.103246281,0.002562179,0.703212105,5.54E-05,0.702428867,0.007824633,0.728962039,5.25E-05,0.713892052,0.007652652,0.271037961,5.25E-05,0.286107948,0.007651329,0.227228208,0.000172152,0.357901688,0.011638149,0.964675892,1.24E-05,0.983588569,8.89E-05,978,0.259623042,5.10E-05,0.271910217,0.007792967,0.957884427,3.96E-05,0.944530268,0.000915931,43,0.011414919,3.00E-06,0.01419773,1.80E-05,0.042115573,3.96E-05,0.055469732,0.000918273
2015,charter,SSEO,3889,255,2806,2836,1053,798,0.065569555,1.58E-05,0.103246281,0.002562179,0.721522242,5.17E-05,0.702428867,0.007824633,0.729236308,5.08E-05,0.713892052,0.007652652,0.270763692,5.08E-05,0.286107948,0.007651329,0.242165242,0.00017445,0.357901688,0.011638149,0.989421721,3.69E-06,0.983588569,8.89E-05,1015,0.260992543,4.96E-05,0.271910217,0.007792967,0.963912631,3.31E-05,0.944530268,0.000915931,38,0.009771149,2.49E-06,0.01419773,1.80E-05,0.036087369,3.31E-05,0.055469732,0.000918273
2016,charter,SSEO,4393,271,3419,3442,951,680,0.061689051,1.32E-05,0.103246281,0.002562179,0.778283633,3.93E-05,0.702428867,0.007824633,0.783519235,3.86E-05,0.713892052,0.007652652,0.216480765,3.86E-05,0.286107948,0.007651329,0.284963197,0.000214483,0.357901688,0.011638149,0.993317838,1.93E-06,0.983588569,8.89E-05,901,0.205099021,3.71E-05,0.271910217,0.007792967,0.947423764,5.24E-05,0.944530268,0.000915931,50,0.011381744,2.56E-06,0.01419773,1.80E-05,0.052576236,5.24E-05,0.055469732,0.000918273
2017,charter,SSEO,4155,298,3286,3327,828,530,0.071720818,1.60E-05,0.103246281,0.002562179,0.790854392,3.98E-05,0.702428867,0.007824633,0.800722022,3.84E-05,0.713892052,0.007652652,0.199277978,3.84E-05,0.286107948,0.007651329,0.359903382,0.000278565,0.357901688,0.011638149,0.987676586,3.66E-06,0.983588569,8.89E-05,741,0.17833935,3.53E-05,0.271910217,0.007792967,0.894927536,0.000113703,0.944530268,0.000915931,87,0.020938628,4.94E-06,0.01419773,1.80E-05,0.105072464,0.000113703,0.055469732,0.000918273
2018,charter,SSEO,4356,300,3620,3638,718,418,0.068870523,1.47E-05,0.103246281,0.002562179,0.831037649,3.22E-05,0.702428867,0.007824633,0.835169881,3.16E-05,0.713892052,0.007652652,0.164830119,3.16E-05,0.286107948,0.007651329,0.417827298,0.000339258,0.357901688,0.011638149,0.995052226,1.35E-06,0.983588569,8.89E-05,620,0.142332415,2.80E-05,0.271910217,0.007792967,0.863509749,0.00016438,0.944530268,0.000915931,98,0.022497704,5.05E-06,0.01419773,1.80E-05,0.136490251,0.00016438,0.055469732,0.000918273
2019,charter,SSEO,3892,365,3208,3270,622,257,0.093782117,2.18E-05,0.103246281,0.002562179,0.824254882,3.72E-05,0.702428867,0.007824633,0.840184995,3.45E-05,0.713892052,0.007652652,0.159815005,3.45E-05,0.286107948,0.007651329,0.58681672,0.000390439,0.357901688,0.011638149,0.981039755,5.69E-06,0.983588569,8.89E-05,590,0.151593011,3.31E-05,0.271910217,0.007792967,0.948553055,7.86E-05,0.944530268,0.000915931,32,0.008221994,2.10E-06,0.01419773,1.80E-05,0.051446945,7.86E-05,0.055469732,0.000918273
1998,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
1999,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
2000,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
2001,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
2002,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
2003,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
2004,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
2005,private,SSEO,0,,,,,,,,0.147368685,0.001584455,,,0.616863941,0.005448609,,,0.636779922,0.004306648,,,0.363220078,0.004296981,,,0.407419911,0.008851848,,,0.966861088,0.000982556,,,,0.337509769,0.004450579,,,0.927509542,0.001664214,,,,0.025710309,0.000186811,,,0.072490458,0.001659846
2006,private,SSEO,136,28,55,63,73,45,0.205882353,0.001211073,0.147368685,0.001584455,0.404411765,0.00178417,0.616863941,0.005448609,0.463235294,0.00184184,0.636779922,0.004306648,0.536764706,0.00184184,0.363220078,0.004296981,0.383561644,0.003283918,0.407419911,0.008851848,0.873015873,0.001788051,0.966861088,0.000982556,70,0.514705882,0.00185025,0.337509769,0.004450579,0.95890411,0.00054732,0.927509542,0.001664214,3,0.022058824,0.000159794,0.025710309,0.000186811,0.04109589,0.00054732,0.072490458,0.001659846
2007,private,SSEO,371,56,232,238,133,77,0.150943396,0.000346377,0.147368685,0.001584455,0.625336927,0.000633218,0.616863941,0.005448609,0.641509434,0.000621554,0.636779922,0.004306648,0.358490566,0.000621554,0.363220078,0.004296981,0.421052632,0.001846722,0.407419911,0.008851848,0.974789916,0.00010369,0.966861088,0.000982556,130,0.350404313,0.000615192,0.337509769,0.004450579,0.977443609,0.000167027,0.927509542,0.001664214,3,0.008086253,2.17E-05,0.025710309,0.000186811,0.022556391,0.000167027,0.072490458,0.001659846
2008,private,SSEO,532,67,345,357,175,108,0.12593985,0.000207305,0.147368685,0.001584455,0.648496241,0.000429282,0.616863941,0.005448609,0.671052632,0.000415708,0.636779922,0.004306648,0.328947368,0.000415708,0.363220078,0.004296981,0.382857143,0.001357917,0.407419911,0.008851848,0.966386555,9.12E-05,0.966861088,0.000982556,168,0.315789474,0.000406905,0.337509769,0.004450579,0.96,0.00022069,0.927509542,0.001664214,7,0.013157895,2.45E-05,0.025710309,0.000186811,0.04,0.00022069,0.072490458,0.001659846
2009,private,SSEO,654,79,421,437,217,138,0.120795107,0.00016264,0.147368685,0.001584455,0.643730887,0.000351212,0.616863941,0.005448609,0.668195719,0.000339526,0.636779922,0.004306648,0.331804281,0.000339526,0.363220078,0.004296981,0.3640553,0.001071847,0.407419911,0.008851848,0.963386728,8.09E-05,0.966861088,0.000982556,206,0.314984709,0.000330428,0.337509769,0.004450579,0.949308756,0.000222785,0.927509542,0.001664214,11,0.016819572,2.53E-05,0.025710309,0.000186811,0.050691244,0.000222785,0.072490458,0.001659846
2010,private,SSEO,783,145,425,441,342,197,0.185185185,0.000192956,0.147368685,0.001584455,0.542784163,0.000317352,0.616863941,0.005448609,0.563218391,0.000314582,0.636779922,0.004306648,0.436781609,0.000314582,0.363220078,0.004296981,0.423976608,0.000716189,0.407419911,0.008851848,0.963718821,7.95E-05,0.966861088,0.000982556,320,0.408684547,0.00030903,0.337509769,0.004450579,0.935672515,0.000176509,0.927509542,0.001664214,22,0.028097063,3.49E-05,0.025710309,0.000186811,0.064327485,0.000176509,0.072490458,0.001659846
2011,private,SSEO,511,62,311,314,197,135,0.121330724,0.000209038,0.147368685,0.001584455,0.608610568,0.000467066,0.616863941,0.005448609,0.614481409,0.000464498,0.636779922,0.004306648,0.385518591,0.000464498,0.363220078,0.004296981,0.314720812,0.001100365,0.407419911,0.008851848,0.99044586,3.02E-05,0.966861088,0.000982556,182,0.356164384,0.00044963,0.337509769,0.004450579,0.923857868,0.000358901,0.927509542,0.001664214,15,0.029354207,5.59E-05,0.025710309,0.000186811,0.076142132,0.000358901,0.072490458,0.001659846
2012,private,SSEO,612,85,405,414,198,113,0.138888889,0.000195743,0.147368685,0.001584455,0.661764706,0.000366337,0.616863941,0.005448609,0.676470588,0.000358197,0.636779922,0.004306648,0.323529412,0.000358197,0.363220078,0.004296981,0.429292929,0.001243657,0.407419911,0.008851848,0.97826087,5.15E-05,0.966861088,0.000982556,178,0.290849673,0.000337571,0.337509769,0.004450579,0.898989899,0.00046095,0.927509542,0.001664214,20,0.032679739,5.17E-05,0.025710309,0.000186811,0.101010101,0.00046095,0.072490458,0.001659846
2013,private,SSEO,475,71,321,330,145,74,0.149473684,0.000268209,0.147368685,0.001584455,0.675789474,0.000462232,0.616863941,0.005448609,0.694736842,0.000447421,0.636779922,0.004306648,0.305263158,0.000447421,0.363220078,0.004296981,0.489655172,0.001735368,0.407419911,0.008851848,0.972727273,8.06E-05,0.966861088,0.000982556,138,0.290526316,0.000434854,0.337509769,0.004450579,0.951724138,0.000319065,0.927509542,0.001664214,7,0.014736842,3.06E-05,0.025710309,0.000186811,0.048275862,0.000319065,0.072490458,0.001659846
2014,private,SSEO,618,65,372,396,222,157,0.105177994,0.000152537,0.147368685,0.001584455,0.601941748,0.000388343,0.616863941,0.005448609,0.640776699,0.000373066,0.636779922,0.004306648,0.359223301,0.000373066,0.363220078,0.004296981,0.292792793,0.000936946,0.407419911,0.008851848,0.939393939,0.000144134,0.966861088,0.000982556,205,0.33171521,0.000359287,0.337509769,0.004450579,0.923423423,0.000319967,0.927509542,0.001664214,17,0.027508091,4.34E-05,0.025710309,0.000186811,0.076576577,0.000319967,0.072490458,0.001659846
2015,private,SSEO,680,63,437,444,236,173,0.092647059,0.000123805,0.147368685,0.001584455,0.642647059,0.000338221,0.616863941,0.005448609,0.652941176,0.000333739,0.636779922,0.004306648,0.347058824,0.000333739,0.363220078,0.004296981,0.266949153,0.000832712,0.407419911,0.008851848,0.984234234,3.50E-05,0.966861088,0.000982556,214,0.314705882,0.000317623,0.337509769,0.004450579,0.906779661,0.000359703,0.927509542,0.001664214,22,0.032352941,4.61E-05,0.025710309,0.000186811,0.093220339,0.000359703,0.072490458,0.001659846
2016,private,SSEO,362,61,228,228,134,73,0.168508287,0.000388125,0.147368685,0.001584455,0.629834254,0.000645826,0.616863941,0.005448609,0.629834254,0.000645826,0.636779922,0.004306648,0.370165746,0.000645826,0.363220078,0.004296981,0.455223881,0.001864625,0.407419911,0.008851848,1,0,0.966861088,0.000982556,130,0.359116022,0.000637539,0.337509769,0.004450579,0.970149254,0.000217742,0.927509542,0.001664214,4,0.011049724,3.03E-05,0.025710309,0.000186811,0.029850746,0.000217742,0.072490458,0.001659846
2017,private,SSEO,370,38,247,249,121,83,0.102702703,0.000249742,0.147368685,0.001584455,0.667567568,0.000601412,0.616863941,0.005448609,0.672972973,0.000596424,0.636779922,0.004306648,0.327027027,0.000596424,0.363220078,0.004296981,0.314049587,0.001795187,0.407419911,0.008851848,0.991967871,3.21E-05,0.966861088,0.000982556,100,0.27027027,0.000534483,0.337509769,0.004450579,0.826446281,0.001195274,0.927509542,0.001664214,21,0.056756757,0.000145082,0.025710309,0.000186811,0.173553719,0.001195274,0.072490458,0.001659846
2018,private,SSEO,637,96,449,467,170,74,0.150706436,0.000201248,0.147368685,0.001584455,0.704866562,0.000327091,0.616863941,0.005448609,0.733124019,0.000307631,0.636779922,0.004306648,0.266875981,0.000307631,0.363220078,0.004296981,0.564705882,0.001454516,0.407419911,0.008851848,0.961456103,7.95E-05,0.966861088,0.000982556,154,0.241758242,0.000288225,0.337509769,0.004450579,0.905882353,0.000504494,0.927509542,0.001664214,16,0.025117739,3.85E-05,0.025710309,0.000186811,0.094117647,0.000504494,0.072490458,0.001659846
2019,private,SSEO,498,122,288,295,203,81,0.24497992,0.000372162,0.147368685,0.001584455,0.578313253,0.000490678,0.616863941,0.005448609,0.592369478,0.000485851,0.636779922,0.004306648,0.407630522,0.000485851,0.363220078,0.004296981,0.600985222,0.001187139,0.407419911,0.008851848,0.976271186,7.88E-05,0.966861088,0.000982556,182,0.365461847,0.000466599,0.337509769,0.004450579,0.896551724,0.000459142,0.927509542,0.001664214,21,0.042168675,8.13E-05,0.025710309,0.000186811,0.103448276,0.000459142,0.072490458,0.001659846
1998,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
1999,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
2000,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
2001,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
2002,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
2003,charter,EWYKT,0,0,0,0,0,0,,,0.025018625,8.48E-05,,,0.860952075,0.0013536,,,0.871158572,0.001158279,,,0.128841428,0.001159358,,,0.191705042,0.001946956,,,0.988272456,0.000208812,,,,0.127252599,0.001131051,,,0.988218267,0.00051368,,,,0.001588829,1.11E-05,,,0.011781733,0.000516411
