"Year","User","Rpt_Area","TotalRF_n","YE_n","Black_n","Pelagic_n","Nonpel_n","NotYE_Nonpel_n","pYE","var_pYE","pYE_avgRptArea","var_pYE_avgRptArea","pBRF","var_pBRF","pBRF_avgRptArea","var_pBRF_avgRptArea","pPel","var_pPel","pPel_avgRptArea","var_pPel_avgRptArea","pNonpel","var_pNonpel","pNonpel_avgRptArea","var_pNonpel_avgRptArea","pYEinNonpel","var_pYEinNonpel","pYEinNonpel_avgRptArea","var_pYEinNonpel_avgRptArea","pBRFinPel","varBRFinPel","pBRFinPel_avgRptArea","var_pBRFinPel_avgRptArea"
1998,"private","NG",165,17,123,138,27,10,0.0910752187056763,0.000504759288069448,0.152725416023824,0.00425804571856295,0.774990636138917,0.00106329359777996,0.671074739924731,0.00725640570400047,0.855351123232161,0.000754424263522203,0.762516514768656,0.00703557184633801,0.144648876767839,0.000754424263522204,0.237483485231344,0.00703206789853433,NA,NA,0.6374879395595,0.00854684925145079,0.906049708814807,0.000621340393951903,0.880152235803966,0.00314990683009795
1999,"private","NG",151,20,99,105,46,26,0.215338128156292,0.00112645079145624,0.152725416023824,0.00425804571856295,0.579762828980914,0.00162425260741974,0.671074739924731,0.00725640570400047,0.613332720275074,0.00158103796343368,0.762516514768656,0.00703557184633801,0.386667279724926,0.00158103796343368,0.237483485231344,0.00703206789853433,NA,NA,0.6374879395595,0.00854684925145079,0.945266426876583,0.000497478933620775,0.880152235803966,0.00314990683009795
2000,"private","NG",136,10,101,112,24,14,0.0735294117647059,0.000504613610149942,0.152725416023824,0.00425804571856295,0.742647058823529,0.00141572151736512,0.671074739924731,0.00725640570400047,0.823529411764706,0.00107650903498654,0.762516514768656,0.00703557184633801,0.176470588235294,0.00107650903498654,0.237483485231344,0.00703206789853433,NA,NA,0.6374879395595,0.00854684925145079,0.901785714285714,0.0007979120702335,0.880152235803966,0.00314990683009795
2001,"private","NG",166,32,122,130,36,4,0.192771084337349,0.000943093293216678,0.152725416023824,0.00425804571856295,0.734939759036145,0.00118062611893357,0.671074739924731,0.00725640570400047,0.783132530120482,0.00102930891143984,0.762516514768656,0.00703557184633801,0.216867469879518,0.00102930891143984,0.237483485231344,0.00703206789853433,NA,NA,0.6374879395595,0.00854684925145079,0.938461538461538,0.000447685885968534,0.880152235803966,0.00314990683009795
2002,"private","NG",279,17,221,251,28,11,0.0710590590044427,0.000237444853013834,0.152725416023824,0.00425804571856295,0.756154697263886,0.000663254572192975,0.671074739924731,0.00725640570400047,0.893290646613033,0.00034288657297375,0.762516514768656,0.00703557184633801,0.106709353386967,0.000342886572973749,0.237483485231344,0.00703206789853433,NA,NA,0.6374879395595,0.00854684925145079,0.846482273301409,0.000519800137151551,0.880152235803966,0.00314990683009795
2003,"private","NG",307,35,245,269,38,3,0.113321399492842,0.000328364901666097,0.152725416023824,0.00425804571856295,0.800101624424245,0.000522676519666435,0.671074739924731,0.00725640570400047,0.877220427392964,0.000351976304436176,0.762516514768656,0.00703557184633801,0.122779572607036,0.000351976304436175,0.237483485231344,0.00703206789853433,NA,NA,0.6374879395595,0.00854684925145079,0.912087315159874,0.00029919419658331,0.880152235803966,0.00314990683009795
2004,"private","NG",440,82,303,328,112,30,0.167403441268958,0.000317493232620202,0.152725416023824,0.00425804571856295,0.72031376275796,0.000458910810795967,0.671074739924731,0.00725640570400047,0.771351397291179,0.000401750385394361,0.762516514768656,0.00703557184633801,0.228648602708821,0.000401750385394361,0.237483485231344,0.00703206789853433,0.732142857142857,0.00176675399889686,0.6374879395595,0.00854684925145079,0.933833484048318,0.000188955682319565,0.880152235803966,0.00314990683009795
2005,"private","NG",244,37,148,173,71,34,0.128797400398143,0.00046176390966594,0.152725416023824,0.00425804571856295,0.657454441154888,0.00092678230024939,0.671074739924731,0.00725640570400047,0.752848231668428,0.000765710994823658,0.762516514768656,0.00703557184633801,0.247151768331572,0.000765710994823658,0.237483485231344,0.00703206789853433,0.52112676056338,0.00356505228554425,0.6374879395595,0.00854684925145079,0.873289480534301,0.000643342812339721,0.880152235803966,0.00314990683009795
2006,"private","NG",312,56,198,217,95,39,0.187181545768665,0.000489210979718065,0.152725416023824,0.00425804571856295,0.599466120465871,0.000772046594467746,0.671074739924731,0.00725640570400047,0.694638460708106,0.000682044596826942,0.762516514768656,0.00703557184633801,0.305361539291894,0.000682044596826942,0.237483485231344,0.00703206789853433,0.612983371130243,0.00252377401966006,0.6374879395595,0.00854684925145079,0.862990108343241,0.000547398987245195,0.880152235803966,0.00314990683009795
2007,"private","NG",256,30,177,203,53,23,0.128636699819496,0.000439565879525665,0.152725416023824,0.00425804571856295,0.69551280557032,0.000830489187678519,0.671074739924731,0.00725640570400047,0.788821231281846,0.000653263907297404,0.762516514768656,0.00703557184633801,0.211178768718154,0.000653263907297405,0.237483485231344,0.00703206789853433,0.609136517843697,0.00457863885524908,0.6374879395595,0.00854684925145079,0.881711569096715,0.000516318208008532,0.880152235803966,0.00314990683009795
2008,"private","NG",219,28,152,167,52,24,0.127853881278539,0.000511501221653909,0.152725416023824,0.00425804571856295,0.694063926940639,0.000974032992020084,0.671074739924731,0.00725640570400047,0.762557077625571,0.00083056780270055,0.762516514768656,0.00703557184633801,0.237442922374429,0.00083056780270055,0.237483485231344,0.00703206789853433,0.538461538461539,0.00487295509919944,0.6374879395595,0.00854684925145079,0.910179640718563,0.000492485917710788,0.880152235803966,0.00314990683009795
2009,"private","NG",554,41,401,453,101,60,0.106458007606857,0.000172015732772577,0.152725416023824,0.00425804571856295,0.673834961254302,0.00039743473100491,0.671074739924731,0.00725640570400047,0.803241313825112,0.000285795127648499,0.762516514768656,0.00703557184633801,0.196758686174888,0.000285795127648499,0.237483485231344,0.00703206789853433,0.541058743969412,0.00248314179543654,0.6374879395595,0.00854684925145079,0.838894799926855,0.000299005120757825,0.880152235803966,0.00314990683009795
2010,"private","NG",546,68,365,414,132,64,0.113661309284808,0.000184848469828388,0.152725416023824,0.00425804571856295,0.676178743973921,0.00040176339481059,0.671074739924731,0.00725640570400047,0.776003089029436,0.000318939990543503,0.762516514768656,0.00703557184633801,0.223996910970564,0.000318939990543503,0.237483485231344,0.00703206789853433,0.507423556835322,0.00190797626567872,0.6374879395595,0.00854684925145079,0.87136089215783,0.000271406992193077,0.880152235803966,0.00314990683009795
2011,"private","NG",387,60,239,268,119,59,0.324142012983902,0.000567549140939497,0.152725416023824,0.00425804571856295,0.493975715280879,0.000647574373040474,0.671074739924731,0.00725640570400047,0.553914191193621,0.000640137979243362,0.762516514768656,0.00703557184633801,0.446085808806379,0.000640137979243362,0.237483485231344,0.00703206789853433,0.726636011692976,0.00168335693393137,0.6374879395595,0.00854684925145079,0.891791044776119,0.000361422386641337,0.880152235803966,0.00314990683009795
2012,"private","NG",522,73,383,404,118,45,0.289746909295942,0.000394997385507469,0.152725416023824,0.00425804571856295,0.620689687084769,0.0004518886745324,0.671074739924731,0.00725640570400047,0.649187133690906,0.000437127061691155,0.762516514768656,0.00703557184633801,0.350812866309094,0.000437127061691155,0.237483485231344,0.00703206789853433,0.82593011010221,0.00122879968657061,0.6374879395595,0.00854684925145079,0.956102878311655,0.000104144328525617,0.880152235803966,0.00314990683009795
2013,"private","NG",646,67,507,548,98,31,0.103530335976549,0.000143894272107182,0.152725416023824,0.00425804571856295,0.784812227580257,0.000261832550419801,0.671074739924731,0.00725640570400047,0.848380583988944,0.000199427858448871,0.762516514768656,0.00703557184633801,0.151619416011056,0.000199427858448872,0.237483485231344,0.00703206789853433,0.682830330707777,0.00223271206364211,0.6374879395595,0.00854684925145079,0.92507094385659,0.000126717902539064,0.880152235803966,0.00314990683009795
2014,"private","NG",529,75,363,403,126,51,0.144451751432815,0.000234063338903044,0.152725416023824,0.00425804571856295,0.67737336182521,0.000413899035065953,0.671074739924731,0.00725640570400047,0.749569693139111,0.000355520773231913,0.762516514768656,0.00703557184633801,0.250430306860889,0.000355520773231913,0.237483485231344,0.00703206789853433,0.57681417733939,0.00195279665727738,0.6374879395595,0.00854684925145079,0.903682963739434,0.000216517574095887,0.880152235803966,0.00314990683009795
2015,"private","NG",517,59,376,420,97,38,0.137848250395497,0.000230321919105421,0.152725416023824,0.00425804571856295,0.726164147347328,0.000385367787702822,0.671074739924731,0.00725640570400047,0.79665457230252,0.000313945861883738,0.762516514768656,0.00703557184633801,0.203345427697479,0.000313945861883738,0.237483485231344,0.00703206789853433,0.677901893130225,0.00227448871271544,0.6374879395595,0.00854684925145079,0.911516951755566,0.000192491165674957,0.880152235803966,0.00314990683009795
2016,"private","NG",451,52,306,356,95,43,0.162951385188606,0.000303107180563823,0.152725416023824,0.00425804571856295,0.606642329175404,0.000530283141395655,0.671074739924731,0.00725640570400047,0.766303231415356,0.000397961308750531,0.762516514768656,0.00703557184633801,0.233696768584644,0.000397961308750531,0.237483485231344,0.00703206789853433,0.697277014891996,0.00224555084463089,0.6374879395595,0.00854684925145079,0.791647880767695,0.000464623982094964,0.880152235803966,0.00314990683009795
2017,"private","NG",213,20,145,173,40,20,0.0915234992603385,0.000392202586525855,0.152725416023824,0.00425804571856295,0.672333945817843,0.00103915571282478,0.671074739924731,0.00725640570400047,0.808467479649982,0.000730414216973529,0.762516514768656,0.00703557184633801,0.191532520350018,0.000730414216973528,0.237483485231344,0.00703206789853433,NA,NA,0.6374879395595,0.00854684925145079,0.831615324971295,0.000814135327001062,0.880152235803966,0.00314990683009795
2018,"private","NG",366,67,200,256,110,43,0.190348583591017,0.000422235617303865,0.152725416023824,0.00425804571856295,0.560362447461638,0.000674948972428605,0.671074739924731,0.00725640570400047,0.700557866200659,0.000574730252890517,0.762516514768656,0.00703557184633801,0.299442133799341,0.000574730252890516,0.237483485231344,0.00703206789853433,0.635677355006331,0.00212469408567418,0.6374879395595,0.00854684925145079,0.799880316098164,0.000627732533399472,0.880152235803966,0.00314990683009795
2019,"private","NG",360,68,192,254,106,38,0.198329837512685,0.000442883323300493,0.152725416023824,0.00425804571856295,0.515869049985228,0.000695677362820519,0.671074739924731,0.00725640570400047,0.707010912501231,0.00057700969945796,0.762516514768656,0.00703557184633801,0.292989087498769,0.00057700969945796,0.237483485231344,0.00703206789853433,0.676918854575149,0.00208285446567445,0.6374879395595,0.00854684925145079,0.729647931684972,0.000779691017679109,0.880152235803966,0.00314990683009795
2020,"private","NG",265,55,150,171,94,39,0.249351944955739,0.000708998304933822,NA,NA,0.539733607668299,0.000940989547051749,NA,NA,0.662098872240623,0.000847439225826962,NA,NA,0.337901127759377,0.000847439225826963,NA,NA,0.737943512083526,0.00207938586083179,NA,NA,0.815185813323885,0.000886222959290361,NA,NA
2021,"private","NG",170,23,122,135,35,12,0.170036234367948,0.000835052741833824,NA,NA,0.651726119404406,0.00134307209876024,NA,NA,0.742895295483153,0.00113018861202457,NA,NA,0.257104704516846,0.00113018861202457,NA,NA,0.661350147938684,0.00658723911059308,NA,NA,0.877278565858391,0.000803439430924149,NA,NA
2022,"private","NG",316,38,232,255,61,23,0.150753403552426,0.000406434332919955,0.157865736847077,0.000140267292634034,0.611157462080819,0.000754425455948417,0.664127827064356,0.000221923083134938,0.800626380681699,0.000506742156311817,0.755273120335444,0.000208163473156311,0.199373619318302,0.000506742156311818,0.244726879664556,0.000218324358837156,0.756135160047165,0.00307324632979355,0.636470639635947,0.000467301913328115,0.763349143654803,0.000711209561166465,0.876710575185241,5.47129096930475e-05
2023,"private","NG",354,29,265,299,55,26,0.0737055986743207,0.000193408168267367,0.157865736847077,0.000140267292634034,0.735055596110109,0.000551696506338021,0.664127827064356,0.000221923083134938,0.847441291373374,0.000366245181441367,0.755273120335444,0.000208163473156311,0.152558708626626,0.000366245181441367,0.244726879664556,0.000218324358837156,0.483129408591865,0.00462435894713963,0.636470639635947,0.000467301913328115,0.867382323227216,0.000386007478456957,0.876710575185241,5.47129096930475e-05
1993,"private","NORTHEAST",186,1,161,185,1,0,0.00537634408602151,2.89050757312984e-05,NA,NA,0.865591397849462,0.000628880701721493,NA,NA,0.994623655913978,2.89050757312984e-05,NA,NA,0.00537634408602151,2.89050757312984e-05,NA,NA,NA,NA,NA,NA,0.87027027027027,0.000613586559532506,NA,NA
1994,"private","NORTHEAST",73,1,58,72,1,0,0.0136986301369863,0.000187652467629949,NA,NA,0.794520547945205,0.00226746731719522,NA,NA,0.986301369863014,0.00018765246762995,NA,NA,0.0136986301369863,0.000187652467629949,NA,NA,NA,NA,NA,NA,0.805555555555556,0.00220613806294557,NA,NA
1995,"private","NORTHEAST",106,9,62,97,9,0,0.0849056603773585,0.000739968468697554,NA,NA,0.584905660377358,0.00231229551272271,NA,NA,0.915094339622642,0.000739968468697554,NA,NA,0.0849056603773585,0.000739968468697554,NA,NA,NA,NA,NA,NA,0.639175257731959,0.00240239841286711,NA,NA
1996,"private","NORTHEAST",74,0,65,73,1,1,0,0,NA,NA,0.878378378378378,0.00146342195583217,NA,NA,0.986486486486487,0.000182615047479912,NA,NA,0.0135135135135135,0.000182615047479912,NA,NA,NA,NA,NA,NA,0.89041095890411,0.00135526782177186,NA,NA
1997,"private","NORTHEAST",29,2,26,27,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"private","NORTHEAST",90,3,75,87,3,0,0.0333333333333333,0.000362047440699126,0.030639151044043,0.000702387486837998,0.833333333333333,0.0015605493133583,0.750339096449506,0.00614511153634307,0.966666666666667,0.000362047440699126,0.962567214493552,0.000813663356119168,0.0333333333333333,0.000362047440699126,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.862068965517241,0.00138262865359622,0.778824081044707,0.0052025834466098
1999,"private","NORTHEAST",223,6,159,217,6,0,0.0269058295964126,0.000117936513198835,0.030639151044043,0.000702387486837998,0.713004484304933,0.000921752656153107,0.750339096449506,0.00614511153634307,0.973094170403587,0.000117936513198835,0.962567214493552,0.000813663356119168,0.0269058295964126,0.000117936513198835,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.732718894009217,0.000906675538755218,0.778824081044707,0.0052025834466098
2000,"private","NORTHEAST",195,1,145,194,1,0,0.00512820512820513,2.62984878369494e-05,0.030639151044043,0.000702387486837998,0.743589743589744,0.000982804313494242,0.750339096449506,0.00614511153634307,0.994871794871795,2.62984878369493e-05,0.962567214493552,0.000813663356119168,0.00512820512820513,2.62984878369494e-05,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.747422680412371,0.000978145166930351,0.778824081044707,0.0052025834466098
2001,"private","NORTHEAST",89,0,73,89,0,0,0,0,0.030639151044043,0.000702387486837998,0.820224719101124,0.00167563783268871,0.750339096449506,0.00614511153634307,1,0,0.962567214493552,0.000813663356119168,0,0,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.820224719101124,0.00167563783268871,0.778824081044707,0.0052025834466098
2002,"private","NORTHEAST",166,11,101,154,12,1,0.0662650602409639,0.000374993951710456,0.030639151044043,0.000702387486837998,0.608433734939759,0.00144389166743645,0.750339096449506,0.00614511153634307,0.927710843373494,0.000406445057337785,0.962567214493552,0.000813663356119168,0.072289156626506,0.000406445057337785,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.655844155844156,0.00147524574568119,0.778824081044707,0.0052025834466098
2003,"private","NORTHEAST",187,1,137,186,1,0,0.0053475935828877,2.85967571277417e-05,0.030639151044043,0.000702387486837998,0.732620320855615,0.00105316014153242,0.750339096449506,0.00614511153634307,0.994652406417112,2.85967571277418e-05,0.962567214493552,0.000813663356119168,0.0053475935828877,2.85967571277417e-05,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.736559139784946,0.00104886363991463,0.778824081044707,0.0052025834466098
2004,"private","NORTHEAST",118,5,92,113,5,0,0.0423728813559322,0.00034681555796178,0.030639151044043,0.000702387486837998,0.779661016949153,0.00146828816751253,0.750339096449506,0.00614511153634307,0.957627118644068,0.00034681555796178,0.962567214493552,0.000813663356119168,0.0423728813559322,0.00034681555796178,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.814159292035398,0.0013509280288198,0.778824081044707,0.0052025834466098
2005,"private","NORTHEAST",174,1,143,173,1,0,0.00574712643678161,3.30294622803541e-05,0.030639151044043,0.000702387486837998,0.82183908045977,0.000846356105715662,0.750339096449506,0.00614511153634307,0.994252873563218,3.30294622803543e-05,0.962567214493552,0.000813663356119168,0.00574712643678161,3.30294622803541e-05,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.826589595375723,0.000833367652280941,0.778824081044707,0.0052025834466098
2006,"private","NORTHEAST",104,4,83,98,6,2,0.0384615384615385,0.000359050956511748,0.030639151044043,0.000702387486837998,0.798076923076923,0.00156456454299994,0.750339096449506,0.00614511153634307,0.942307692307692,0.00052780490607227,0.962567214493552,0.000813663356119168,0.0576923076923077,0.00052780490607227,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.846938775510204,0.00133642769121114,0.778824081044707,0.0052025834466098
2007,"private","NORTHEAST",85,1,76,84,1,0,0.0117647058823529,0.00013840830449827,0.030639151044043,0.000702387486837998,0.894117647058824,0.00112703905091448,0.750339096449506,0.00614511153634307,0.988235294117647,0.000138408304498269,0.962567214493552,0.000813663356119168,0.0117647058823529,0.00013840830449827,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.904761904761905,0.00103816627052427,0.778824081044707,0.0052025834466098
2008,"private","NORTHEAST",75,1,52,73,2,1,0.0133333333333333,0.000177777777777778,0.030639151044043,0.000702387486837998,0.693333333333333,0.00287327327327327,0.750339096449506,0.00614511153634307,0.973333333333333,0.00035075075075075,0.962567214493552,0.000813663356119168,0.0266666666666667,0.000350750750750751,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.712328767123288,0.0028460624257209,0.778824081044707,0.0052025834466098
2009,"private","NORTHEAST",68,7,38,61,7,0,0.102941176470588,0.00137827299488716,0.030639151044043,0.000702387486837998,0.558823529411765,0.00367969839384393,0.750339096449506,0.00614511153634307,0.897058823529412,0.00137827299488716,0.962567214493552,0.000813663356119168,0.102941176470588,0.00137827299488716,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.622950819672131,0.00391471826569919,0.778824081044707,0.0052025834466098
2010,"private","NORTHEAST",48,0,31,47,1,1,NA,NA,0.030639151044043,0.000702387486837998,NA,NA,0.750339096449506,0.00614511153634307,NA,NA,0.962567214493552,0.000813663356119168,NA,NA,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,NA,NA,0.778824081044707,0.0052025834466098
2011,"private","NORTHEAST",71,3,51,67,4,1,0.0422535211267606,0.000578116586845014,0.030639151044043,0.000702387486837998,0.71830985915493,0.00289058293422507,0.750339096449506,0.00614511153634307,0.943661971830986,0.00075948649644345,0.962567214493552,0.000813663356119168,0.0563380281690141,0.000759486496443449,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.761194029850746,0.00275420725409587,0.778824081044707,0.0052025834466098
2012,"private","NORTHEAST",153,2,114,151,2,0,0.0130718954248366,8.48751379923601e-05,0.030639151044043,0.000702387486837998,0.745098039215686,0.00124951941560938,0.750339096449506,0.00614511153634307,0.986928104575163,8.48751379923598e-05,0.962567214493552,0.000813663356119168,0.0130718954248366,8.48751379923601e-05,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.754966887417219,0.0012332792421385,0.778824081044707,0.0052025834466098
2013,"private","NORTHEAST",163,6,110,153,10,4,0.0368098159509202,0.000218857119756664,0.030639151044043,0.000702387486837998,0.674846625766871,0.00135449788554284,0.750339096449506,0.00614511153634307,0.938650306748466,0.00035546857030541,0.962567214493552,0.000813663356119168,0.0613496932515337,0.00035546857030541,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.718954248366013,0.00132933577054259,0.778824081044707,0.0052025834466098
2014,"private","NORTHEAST",126,10,98,115,11,1,0.0793650793650794,0.000584530108339632,0.030639151044043,0.000702387486837998,0.777777777777778,0.00138271604938272,0.750339096449506,0.00614511153634307,0.912698412698413,0.000637440161249685,0.962567214493552,0.000813663356119168,0.0873015873015873,0.000637440161249685,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.852173913043478,0.0011050310085232,0.778824081044707,0.0052025834466098
2015,"private","NORTHEAST",380,11,281,365,15,4,0.0289473684210526,7.41673305608139e-05,0.030639151044043,0.000702387486837998,0.739473684210526,0.000508317558233871,0.750339096449506,0.00614511153634307,0.960526315789474,0.000100040929987794,0.962567214493552,0.000813663356119168,0.0394736842105263,0.000100040929987794,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.76986301369863,0.000486741631421684,0.778824081044707,0.0052025834466098
2016,"private","NORTHEAST",320,5,267,314,6,1,0.015625,4.82158601097179e-05,0.030639151044043,0.000702387486837998,0.834375,0.000433208023119122,0.750339096449506,0.00614511153634307,0.98125,5.76753526645769e-05,0.962567214493552,0.000813663356119168,0.01875,5.76753526645768e-05,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.85031847133758,0.000406635682554957,0.778824081044707,0.0052025834466098
2017,"private","NORTHEAST",330,6,236,320,10,4,0.0181818181818182,5.42590871410987e-05,0.030639151044043,0.000702387486837998,0.715151515151515,0.000619178800996983,0.750339096449506,0.00614511153634307,0.96969696969697,8.93153697795863e-05,0.962567214493552,0.000813663356119168,0.0303030303030303,8.93153697795864e-05,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.7375,0.000606876959247649,0.778824081044707,0.0052025834466098
2018,"private","NORTHEAST",299,6,227,286,13,7,0.020066889632107,6.5987280444966e-05,0.030639151044043,0.000702387486837998,0.759197324414716,0.000613479016833062,0.750339096449506,0.00614511153634307,0.956521739130435,0.000139556717118534,0.962567214493552,0.000813663356119168,0.0434782608695652,0.000139556717118534,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.793706293706294,0.000574514431709868,0.778824081044707,0.0052025834466098
2019,"private","NORTHEAST",240,9,191,229,11,2,0.0375,0.000151019874476987,0.030639151044043,0.000702387486837998,0.795833333333333,0.000679843677359368,0.750339096449506,0.00614511153634307,0.954166666666667,0.000182981752673175,0.962567214493552,0.000813663356119168,0.0458333333333333,0.000182981752673175,0.0374327855064477,0.000818889604601043,NA,NA,NA,NA,0.834061135371179,0.000607031394011048,0.778824081044707,0.0052025834466098
2020,"private","NORTHEAST",108,8,79,97,11,3,0.0740740740740741,0.00064100098714152,NA,NA,0.731481481481482,0.00183566657692653,NA,NA,0.898148148148148,0.000854935066600003,NA,NA,0.101851851851852,0.000854935066600002,NA,NA,NA,NA,NA,NA,0.814432989690722,0.00157429057285578,NA,NA
2021,"private","NORTHEAST",204,1,183,201,3,2,0.00490196078431373,2.40292195309496e-05,NA,NA,0.897058823529412,0.000454897983534184,NA,NA,0.985294117647059,7.13774353554807e-05,NA,NA,0.0147058823529412,7.13774353554809e-05,NA,NA,NA,NA,NA,NA,0.91044776119403,0.000407663176654043,NA,NA
2022,"private","NORTHEAST",112,2,106,108,4,2,0.0178571428571429,0.000158002390145247,0.0503297469854895,5.57651779416826e-05,0.946428571428571,0.000456770546056261,0.736103909630314,0.000199369720176767,0.964285714285714,0.000310259238830667,0.942927733522635,5.75484789855009e-05,0.0357142857142857,0.000310259238830667,0.0570722664773655,5.95990287317436e-05,0.5,0.0833333333333333,NA,NA,0.981481481481482,0.000169865261592503,0.781007268677691,0.000206451002754164
2023,"private","NORTHEAST",172,2,150,164,8,6,0.0116279069767442,6.72087646554641e-05,0.0503297469854895,5.57651779416826e-05,0.872093023255814,0.000652320362832446,0.736103909630314,0.000199369720176767,0.953488372093023,0.000259346762435203,0.942927733522635,5.75484789855009e-05,0.0465116279069767,0.000259346762435203,0.0570722664773655,5.95990287317436e-05,0.25,0.0267857142857143,NA,NA,0.914634146341463,0.000479009353912183,0.781007268677691,0.000206451002754164
1993,"private","PWSI",24,7,0,1,23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"private","PWSI",14,11,0,0,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"private","PWSI",9,3,0,0,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"private","PWSI",44,3,7,11,33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"private","PWSI",79,35,3,14,65,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"private","PWSI",48,35,4,5,43,8,NA,NA,0.299622577368643,0.029240714296747,NA,NA,0.382557989162053,0.0377267736753841,NA,NA,0.4727616096719,0.0348531479349178,NA,NA,0.5272383903281,0.034792010122241,NA,NA,0.550265565393416,0.026355639646195,NA,NA,0.785338821182119,0.0189347863938562
1999,"private","PWSI",194,123,4,22,172,49,0.423598153050767,0.00126509200923703,0.299622577368643,0.029240714296747,0.455908631111067,0.00128526399580052,0.382557989162053,0.0377267736753841,0.485663140815049,0.00129427178481197,0.4727616096719,0.0348531479349178,0.514336859184952,0.00129427178481197,0.5272383903281,0.034792010122241,0.823581171534207,0.000849679680868713,0.550265565393416,0.026355639646195,NA,NA,0.785338821182119,0.0189347863938562
2000,"private","PWSI",177,73,19,38,139,66,0.190055742221192,0.000874628165170136,0.299622577368643,0.029240714296747,0.640256182494625,0.00130868297313656,0.382557989162053,0.0377267736753841,0.700739493002267,0.00119149804516587,0.4727616096719,0.0348531479349178,0.299260506997733,0.00119149804516587,0.5272383903281,0.034792010122241,0.635084609485848,0.00167936339333374,0.550265565393416,0.026355639646195,NA,NA,0.785338821182119,0.0189347863938562
2001,"private","PWSI",243,106,46,54,189,83,0.808294679176231,0.000640307399965392,0.299622577368643,0.029240714296747,0.064680016336394,0.000249985586045941,0.382557989162053,0.0377267736753841,0.0769502197908072,0.000293507782913032,0.4727616096719,0.0348531479349178,0.923049780209193,0.000293507782913032,0.5272383903281,0.034792010122241,0.87567831823008,0.000579073410701163,0.550265565393416,0.026355639646195,0.840543620437078,0.00252886872791712,0.785338821182119,0.0189347863938562
2002,"private","PWSI",193,66,38,60,133,67,0.58358994330502,0.00126569125717846,0.299622577368643,0.029240714296747,0.263467936598131,0.00101069053636903,0.382557989162053,0.0377267736753841,0.313628280585146,0.00112117490730391,0.4727616096719,0.0348531479349178,0.686371719414854,0.00112117490730391,0.5272383903281,0.034792010122241,0.850253480435562,0.000964564389717994,0.550265565393416,0.026355639646195,0.840064346577961,0.00227722440994075,0.785338821182119,0.0189347863938562
2003,"private","PWSI",380,155,41,86,294,139,0.175889404968287,0.000382459953003137,0.299622577368643,0.029240714296747,0.577337259954599,0.000643849467606108,0.382557989162053,0.0377267736753841,0.628704953072876,0.000615923575341712,0.4727616096719,0.0348531479349178,0.371295046927124,0.000615923575341712,0.5272383903281,0.034792010122241,0.473718694671438,0.000850884959011013,0.550265565393416,0.026355639646195,0.918296026033815,0.000882687465933155,0.785338821182119,0.0189347863938562
2004,"private","PWSI",243,109,5,37,206,97,0.333392857754619,0.000918355620466229,0.299622577368643,0.029240714296747,0.461259187579602,0.00102685598947524,0.382557989162053,0.0377267736753841,0.514017680037821,0.00103224588696842,0.4727616096719,0.0348531479349178,0.485982319962178,0.00103224588696842,0.5272383903281,0.034792010122241,0.68601849092075,0.00105071766358813,0.550265565393416,0.026355639646195,NA,NA,0.785338821182119,0.0189347863938562
